TransactionID,DateKey,AccountKey,DepartmentKey,CustomerKey,ProductKey,ScenarioKey,Amount,Quantity
66,20230101,8,1,33,0,2,33602.5,0
67,20230101,8,6,60,0,1,19023.88,0
68,20230101,8,6,60,0,2,15306.18,0
69,20230101,9,9,42,0,1,6924.58,0
70,20230101,9,9,42,0,2,6640.29,0
71,20230101,9,2,17,0,1,811.09,0
72,20230101,9,2,17,0,2,777.79,0
73,20230101,9,2,19,0,1,1988.58,0
74,20230101,9,2,19,0,2,1906.94,0
75,20230101,9,3,55,0,1,4511.86,0
76,20230101,9,3,55,0,2,4326.62,0
77,20230101,9,1,26,0,1,558.79,0
78,20230101,9,1,26,0,2,535.85,0
79,20230101,9,9,23,0,1,534.45,0
80,20230101,9,9,23,0,2,512.51,0
81,20230101,10,3,48,0,1,8873.48,0
82,20230101,10,3,48,0,2,9515.33,0
83,20230101,10,1,45,0,1,3919.06,0
84,20230101,10,1,45,0,2,4202.54,0
85,20230101,10,1,16,0,1,1418.29,0
86,20230101,10,1,16,0,2,1520.88,0
87,20230101,10,3,5,0,1,1267.86,0
88,20230101,10,3,5,0,2,1359.56,0
89,20230101,10,4,55,0,1,2146.42,0
90,20230101,10,4,55,0,2,2301.67,0
91,20230101,11,6,52,0,1,13781.06,0
92,20230101,11,6,52,0,2,13580.52,0
93,20230101,11,1,16,0,1,140.88,0
94,20230101,11,1,16,0,2,138.83,0
95,20230101,11,1,48,0,1,1198.94,0
96,20230101,11,1,48,0,2,1181.49,0
97,20230101,11,6,36,0,1,457.64,0
98,20230101,11,6,36,0,2,450.98,0
99,20230101,11,1,30,0,1,404.06,0
100,20230101,11,1,30,0,2,398.18,0
101,20230101,12,1,31,0,1,1891.1,0
102,20230101,12,1,31,0,2,1942.35,0
103,20230101,12,1,19,0,1,3559.17,0
104,20230101,12,1,19,0,2,3655.64,0
105,20230101,12,3,1,0,1,3750.36,0
106,20230101,12,3,1,0,2,3852.01,0
107,20230101,13,2,60,0,1,167.55,0
108,20230101,13,2,60,0,2,148.71,0
109,20230101,13,1,51,0,1,2354.43,0
110,20230101,13,1,51,0,2,2089.78,0
111,20230101,13,6,12,0,1,61.51,0
112,20230101,13,6,12,0,2,54.6,0
113,20230101,13,2,33,0,1,2017.78,0
114,20230101,13,2,33,0,2,1790.97,0
115,20230101,13,4,43,0,1,6449.9,0
116,20230101,13,4,43,0,2,5724.89,0
117,20230101,13,1,13,0,1,1961.54,0
118,20230101,13,1,13,0,2,1741.05,0
119,20230101,14,6,26,0,1,252.13,0
120,20230101,14,6,26,0,2,243.7,0
121,20230101,14,2,51,0,1,43.65,0
122,20230101,14,2,51,0,2,42.19,0
123,20230101,14,2,4,0,1,235.47,0
124,20230101,14,2,4,0,2,227.6,0
125,20230101,14,4,50,0,1,2726.93,0
126,20230101,14,4,50,0,2,2635.75,0
127,20230101,14,4,29,0,1,175.29,0
128,20230101,14,4,29,0,2,169.43,0
129,20230101,14,1,25,0,1,911.82,0
130,20230101,14,1,25,0,2,881.33,0
131,20230101,15,1,49,0,1,3939.59,0
132,20230101,15,1,49,0,2,4055.66,0
133,20230101,15,5,24,0,1,6012.69,0
134,20230101,15,5,24,0,2,6189.83,0
135,20230101,15,7,32,0,1,6136.51,0
136,20230101,15,7,32,0,2,6317.3,0
137,20230101,15,6,49,0,1,9409.99,0
138,20230101,15,6,49,0,2,9687.21,0
139,20230201,1,6,22,5,1,49709.55,19
140,20230201,1,6,22,5,2,46484.29,49
141,20230201,1,1,41,3,1,50240.64,12
142,20230201,1,1,41,3,2,46980.92,9
143,20230201,1,2,14,7,1,3892.88,19
144,20230201,1,2,14,7,2,3640.3,47
145,20230201,1,1,5,3,1,83283.39,12
146,20230201,1,1,5,3,2,77879.79,25
147,20230201,1,3,21,4,1,25170.07,23
148,20230201,1,3,21,4,2,23536.98,16
149,20230201,2,4,58,4,1,851.05,17
150,20230201,2,4,58,4,2,874.38,38
151,20230201,2,1,13,8,1,19772.65,42
152,20230201,2,1,13,8,2,20314.59,9
153,20230201,2,6,58,2,1,11686.41,5
154,20230201,2,6,58,2,2,12006.72,29
155,20230201,2,1,19,8,1,18112.75,48
156,20230201,2,1,19,8,2,18609.19,45
157,20230201,2,2,52,1,1,51256.24,7
158,20230201,2,2,52,1,2,52661.1,25
159,20230201,3,5,54,7,1,6370.26,27
160,20230201,3,5,54,7,2,6273.63,10
161,20230201,3,7,39,6,1,2147.94,3
162,20230201,3,7,39,6,2,2115.36,45
163,20230201,3,1,28,6,1,396.78,20
164,20230201,3,1,28,6,2,390.76,28
165,20230201,4,7,38,0,1,17563.67,0
166,20230201,4,7,38,0,2,16641.52,0
167,20230201,4,3,58,0,1,11219.88,0
168,20230201,4,3,58,0,2,10630.79,0
169,20230201,4,1,32,0,1,41964.25,0
170,20230201,4,1,32,0,2,39760.98,0
171,20230201,4,3,47,0,1,6020.26,0
172,20230201,4,3,47,0,2,5704.17,0
173,20230201,4,7,54,0,1,4311.72,0
174,20230201,4,7,54,0,2,4085.34,0
175,20230201,5,9,18,0,1,53611.28,0
176,20230201,5,9,18,0,2,51125.83,0
177,20230201,5,1,49,0,1,829.14,0
178,20230201,5,1,49,0,2,790.7,0
179,20230201,5,4,31,0,1,8729.41,0
180,20230201,5,4,31,0,2,8324.71,0
181,20230201,6,1,28,0,1,1116.6,0
182,20230201,6,1,28,0,2,1011.85,0
183,20230201,6,4,8,0,1,10169.26,0
184,20230201,6,4,8,0,2,9215.29,0
185,20230201,6,2,50,0,1,7480.29,0
186,20230201,6,2,50,0,2,6778.57,0
187,20230201,6,1,37,0,1,2058.82,0
188,20230201,6,1,37,0,2,1865.69,0
189,20230201,6,9,27,0,1,3276.69,0
190,20230201,6,9,27,0,2,2969.31,0
191,20230201,7,1,13,0,1,618.91,0
192,20230201,7,1,13,0,2,635.98,0
193,20230201,7,8,6,0,1,6183.07,0
194,20230201,7,8,6,0,2,6353.56,0
195,20230201,7,8,5,0,1,9979.57,0
196,20230201,7,8,5,0,2,10254.73,0
197,20230201,7,4,2,0,1,17395.09,0
198,20230201,7,4,2,0,2,17874.72,0
199,20230201,8,9,27,0,1,3623.33,0
200,20230201,8,9,27,0,2,3851.09,0
201,20230201,8,3,33,0,1,12761.67,0
202,20230201,8,3,33,0,2,13563.86,0
203,20230201,8,3,35,0,1,33477.92,0
204,20230201,8,3,35,0,2,35582.32,0
205,20230201,8,1,21,0,1,1250.43,0
206,20230201,8,1,21,0,2,1329.03,0
207,20230201,8,1,6,0,1,6917.03,0
208,20230201,8,1,6,0,2,7351.84,0
209,20230201,8,4,5,0,1,3677.99,0
210,20230201,8,4,5,0,2,3909.19,0
211,20230201,9,2,21,0,1,2937.24,0
212,20230201,9,2,21,0,2,2858.63,0
213,20230201,9,3,46,0,1,5179.08,0
214,20230201,9,3,46,0,2,5040.48,0
215,20230201,9,1,45,0,1,1864.65,0
216,20230201,9,1,45,0,2,1814.75,0
217,20230201,9,4,1,0,1,2744.66,0
218,20230201,9,4,1,0,2,2671.21,0
219,20230201,9,4,32,0,1,2998.89,0
220,20230201,9,4,32,0,2,2918.64,0
221,20230201,10,3,30,0,1,5983.39,0
222,20230201,10,3,30,0,2,5890.09,0
223,20230201,10,5,17,0,1,2969.08,0
224,20230201,10,5,17,0,2,2922.78,0
225,20230201,10,1,47,0,1,7729.97,0
226,20230201,10,1,47,0,2,7609.44,0
227,20230201,10,3,37,0,1,3245.82,0
228,20230201,10,3,37,0,2,3195.21,0
229,20230201,11,4,34,0,1,3331.2,0
230,20230201,11,4,34,0,2,3364.94,0
231,20230201,11,2,34,0,1,5340.3,0
232,20230201,11,2,34,0,2,5394.4,0
233,20230201,11,4,15,0,1,7625.44,0
234,20230201,11,4,15,0,2,7702.69,0
235,20230201,12,5,10,0,1,1366.12,0
236,20230201,12,5,10,0,2,1276.81,0
237,20230201,12,8,10,0,1,1032.96,0
238,20230201,12,8,10,0,2,965.43,0
239,20230201,12,5,20,0,1,4158.06,0
240,20230201,12,5,20,0,2,3886.22,0
241,20230201,12,3,34,0,1,609.55,0
242,20230201,12,3,34,0,2,569.7,0
243,20230201,12,4,2,0,1,1277.65,0
244,20230201,12,4,2,0,2,1194.12,0
245,20230201,12,2,43,0,1,2061.02,0
246,20230201,12,2,43,0,2,1926.27,0
247,20230201,13,1,8,0,1,4177.66,0
248,20230201,13,1,8,0,2,4146.21,0
249,20230201,13,1,4,0,1,1200.16,0
250,20230201,13,1,4,0,2,1191.12,0
251,20230201,13,2,3,0,1,2098.89,0
252,20230201,13,2,3,0,2,2083.09,0
253,20230201,13,7,27,0,1,2084.33,0
254,20230201,13,7,27,0,2,2068.64,0
255,20230201,13,4,50,0,1,2506.33,0
256,20230201,13,4,50,0,2,2487.47,0
257,20230201,14,1,1,0,1,1062.99,0
258,20230201,14,1,1,0,2,1139.71,0
259,20230201,14,3,12,0,1,1875.84,0
260,20230201,14,3,12,0,2,2011.21,0
261,20230201,14,1,34,0,1,1119.09,0
262,20230201,14,1,34,0,2,1199.84,0
263,20230201,15,5,57,0,1,10510.55,0
264,20230201,15,5,57,0,2,10041.91,0
265,20230201,15,4,56,0,1,17604.41,0
266,20230201,15,4,56,0,2,16819.47,0
267,20230201,15,7,48,0,1,602.19,0
268,20230201,15,7,48,0,2,575.34,0
269,20230301,1,3,56,6,1,3446.8,14
270,20230301,1,3,56,6,2,3408.22,26
271,20230301,1,5,14,8,1,35501.33,2
272,20230301,1,5,14,8,2,35103.96,45
273,20230301,1,1,59,8,1,167345.45,7
274,20230301,1,1,59,8,2,165472.37,3
275,20230301,2,2,25,7,1,34900.71,37
276,20230301,2,2,25,7,2,34738.05,28
277,20230301,2,1,57,1,1,25973.24,39
278,20230301,2,1,57,1,2,25852.18,22
279,20230301,2,2,44,1,1,580.44,17
280,20230301,2,2,44,1,2,577.73,13
281,20230301,2,4,4,2,1,37869.79,3
282,20230301,2,4,4,2,2,37693.29,41
283,20230301,2,3,47,4,1,8200.01,47
284,20230301,2,3,47,4,2,8161.79,22
285,20230301,3,7,34,3,1,4823.61,45
286,20230301,3,7,34,3,2,4340.78,6
287,20230301,3,4,33,5,1,2762.77,22
288,20230301,3,4,33,5,2,2486.22,21
289,20230301,3,1,55,8,1,2389.01,4
290,20230301,3,1,55,8,2,2149.88,30
291,20230301,4,1,37,0,1,2059.04,0
292,20230301,4,1,37,0,2,1958.93,0
293,20230301,4,9,31,0,1,36689.98,0
294,20230301,4,9,31,0,2,34906.12,0
295,20230301,4,7,20,0,1,1281.69,0
296,20230301,4,7,20,0,2,1219.37,0
297,20230301,4,9,4,0,1,41344.46,0
298,20230301,4,9,4,0,2,39334.31,0
299,20230301,4,1,54,0,1,1186.66,0
300,20230301,4,1,54,0,2,1128.96,0
301,20230301,5,1,26,0,1,16541.15,0
302,20230301,5,1,26,0,2,16983.54,0
303,20230301,5,2,19,0,1,12192.07,0
304,20230301,5,2,19,0,2,12518.14,0
305,20230301,5,1,20,0,1,7366.36,0
306,20230301,5,1,20,0,2,7563.37,0
307,20230301,5,1,47,0,1,6227.92,0
308,20230301,5,1,47,0,2,6394.49,0
309,20230301,5,5,14,0,1,17543.14,0
310,20230301,5,5,14,0,2,18012.33,0
311,20230301,6,3,5,0,1,382.22,0
312,20230301,6,3,5,0,2,387.78,0
313,20230301,6,1,44,0,1,2952.0,0
314,20230301,6,1,44,0,2,2994.99,0
315,20230301,6,1,40,0,1,11250.33,0
316,20230301,6,1,40,0,2,11414.17,0
317,20230301,6,6,1,0,1,1617.83,0
318,20230301,6,6,1,0,2,1641.39,0
319,20230301,6,1,9,0,1,3770.87,0
320,20230301,6,1,9,0,2,3825.79,0
321,20230301,6,5,11,0,1,1928.36,0
322,20230301,6,5,11,0,2,1956.44,0
323,20230301,7,5,9,0,1,2149.71,0
324,20230301,7,5,9,0,2,1846.54,0
325,20230301,7,1,35,0,1,13290.54,0
326,20230301,7,1,35,0,2,11416.21,0
327,20230301,7,1,40,0,1,8896.62,0
328,20230301,7,1,40,0,2,7641.95,0
329,20230301,7,5,60,0,1,16800.98,0
330,20230301,7,5,60,0,2,14431.58,0
331,20230301,7,6,8,0,1,665.03,0
332,20230301,7,6,8,0,2,571.24,0
333,20230301,8,4,26,0,1,26969.48,0
334,20230301,8,4,26,0,2,27484.61,0
335,20230301,8,7,25,0,1,3829.0,0
336,20230301,8,7,25,0,2,3902.13,0
337,20230301,8,7,25,0,1,3038.91,0
338,20230301,8,7,25,0,2,3096.95,0
339,20230301,8,4,8,0,1,3051.31,0
340,20230301,8,4,8,0,2,3109.59,0
341,20230301,8,3,14,0,1,28653.8,0
342,20230301,8,3,14,0,2,29201.1,0
343,20230301,9,7,55,0,1,9478.31,0
344,20230301,9,7,55,0,2,9171.38,0
345,20230301,9,3,53,0,1,4809.47,0
346,20230301,9,3,53,0,2,4653.73,0
347,20230301,9,7,51,0,1,1819.16,0
348,20230301,9,7,51,0,2,1760.25,0
349,20230301,10,5,29,0,1,589.88,0
350,20230301,10,5,29,0,2,552.63,0
351,20230301,10,3,30,0,1,13336.48,0
352,20230301,10,3,30,0,2,12494.3,0
353,20230301,10,7,36,0,1,4688.46,0
354,20230301,10,7,36,0,2,4392.39,0
355,20230301,10,9,57,0,1,1935.15,0
356,20230301,10,9,57,0,2,1812.95,0
357,20230301,10,2,37,0,1,711.65,0
358,20230301,10,2,37,0,2,666.71,0
359,20230301,11,6,24,0,1,2115.07,0
360,20230301,11,6,24,0,2,2141.13,0
361,20230301,11,4,15,0,1,3603.39,0
362,20230301,11,4,15,0,2,3647.79,0
363,20230301,11,5,5,0,1,5248.52,0
364,20230301,11,5,5,0,2,5313.19,0
365,20230301,11,3,4,0,1,1049.56,0
366,20230301,11,3,4,0,2,1062.49,0
367,20230301,11,5,2,0,1,4316.33,0
368,20230301,11,5,2,0,2,4369.51,0
369,20230301,11,1,51,0,1,293.91,0
370,20230301,11,1,51,0,2,297.54,0
371,20230301,12,2,6,0,1,1089.33,0
372,20230301,12,2,6,0,2,1045.55,0
373,20230301,12,2,47,0,1,1645.82,0
374,20230301,12,2,47,0,2,1579.67,0
375,20230301,12,2,43,0,1,1194.26,0
376,20230301,12,2,43,0,2,1146.26,0
377,20230301,12,1,13,0,1,2291.24,0
378,20230301,12,1,13,0,2,2199.15,0
379,20230301,12,1,18,0,1,4176.6,0
380,20230301,12,1,18,0,2,4008.73,0
381,20230301,13,5,31,0,1,1784.39,0
382,20230301,13,5,31,0,2,1774.11,0
383,20230301,13,4,54,0,1,214.05,0
384,20230301,13,4,54,0,2,212.81,0
385,20230301,13,1,14,0,1,4983.27,0
386,20230301,13,1,14,0,2,4954.59,0
387,20230301,13,8,22,0,1,3098.97,0
388,20230301,13,8,22,0,2,3081.14,0
389,20230301,13,8,1,0,1,46.24,0
390,20230301,13,8,1,0,2,45.97,0
391,20230301,13,1,21,0,1,2091.86,0
392,20230301,13,1,21,0,2,2079.82,0
393,20230301,14,3,40,0,1,1257.71,0
394,20230301,14,3,40,0,2,1231.79,0
395,20230301,14,4,47,0,1,91.72,0
396,20230301,14,4,47,0,2,89.83,0
397,20230301,14,1,9,0,1,1747.23,0
398,20230301,14,1,9,0,2,1711.21,0
399,20230301,14,1,57,0,1,1404.93,0
400,20230301,14,1,57,0,2,1375.97,0
401,20230301,15,1,59,0,1,10634.87,0
402,20230301,15,1,59,0,2,9936.85,0
403,20230301,15,1,24,0,1,2600.39,0
404,20230301,15,1,24,0,2,2429.71,0
405,20230301,15,3,52,0,1,2719.62,0
406,20230301,15,3,52,0,2,2541.11,0
407,20230301,15,2,24,0,1,10399.08,0
408,20230301,15,2,24,0,2,9716.53,0
409,20230301,15,2,29,0,1,3669.4,0
410,20230301,15,2,29,0,2,3428.55,0
411,20230401,1,3,20,6,1,11082.14,22
412,20230401,1,3,20,6,2,12672.89,28
413,20230401,1,3,40,1,1,8472.38,7
414,20230401,1,3,40,1,2,9688.52,1
415,20230401,1,2,30,7,1,8149.81,19
416,20230401,1,2,30,7,2,9319.64,32
417,20230401,1,3,49,5,1,24674.36,29
418,20230401,1,3,49,5,2,28216.16,30
419,20230401,1,6,19,2,1,126471.49,1
420,20230401,1,6,19,2,2,144625.41,14
421,20230401,2,1,29,7,1,30766.67,39
422,20230401,2,1,29,7,2,29863.2,3
423,20230401,2,2,10,3,1,27109.53,46
424,20230401,2,2,10,3,2,26313.46,34
425,20230401,2,2,23,7,1,43417.93,28
426,20230401,2,2,23,7,2,42142.96,32
427,20230401,2,5,29,8,1,8930.82,1
428,20230401,2,5,29,8,2,8668.57,3
429,20230401,3,3,8,2,1,418.17,35
430,20230401,3,3,8,2,2,371.13,32
431,20230401,3,9,32,8,1,1349.02,46
432,20230401,3,9,32,8,2,1197.25,43
433,20230401,3,9,52,5,1,1731.69,21
434,20230401,3,9,52,5,2,1536.87,14
435,20230401,3,2,48,2,1,793.85,7
436,20230401,3,2,48,2,2,704.54,10
437,20230401,3,1,23,5,1,1614.24,19
438,20230401,3,1,23,5,2,1432.64,48
439,20230401,3,1,36,5,1,4184.55,18
440,20230401,3,1,36,5,2,3713.79,2
441,20230401,4,2,30,0,1,8185.89,0
442,20230401,4,2,30,0,2,7949.06,0
443,20230401,4,2,53,0,1,13016.14,0
444,20230401,4,2,53,0,2,12639.57,0
445,20230401,4,2,52,0,1,24321.6,0
446,20230401,4,2,52,0,2,23617.95,0
447,20230401,4,9,44,0,1,8505.76,0
448,20230401,4,9,44,0,2,8259.68,0
449,20230401,4,1,10,0,1,26672.34,0
450,20230401,4,1,10,0,2,25900.68,0
451,20230401,5,1,14,0,1,8547.55,0
452,20230401,5,1,14,0,2,8052.07,0
453,20230401,5,5,2,0,1,28770.71,0
454,20230401,5,5,2,0,2,27102.95,0
455,20230401,5,4,39,0,1,20574.82,0
456,20230401,5,4,39,0,2,19382.15,0
457,20230401,5,1,22,0,1,7082.33,0
458,20230401,5,1,22,0,2,6671.78,0
459,20230401,6,1,37,0,1,3954.87,0
460,20230401,6,1,37,0,2,4218.97,0
461,20230401,6,4,58,0,1,5949.87,0
462,20230401,6,4,58,0,2,6347.2,0
463,20230401,6,5,53,0,1,2595.34,0
464,20230401,6,5,53,0,2,2768.65,0
465,20230401,6,1,21,0,1,5806.87,0
466,20230401,6,1,21,0,2,6194.64,0
467,20230401,6,1,31,0,1,2371.81,0
468,20230401,6,1,31,0,2,2530.19,0
469,20230401,7,3,17,0,1,14660.28,0
470,20230401,7,3,17,0,2,14343.49,0
471,20230401,7,2,28,0,1,3212.09,0
472,20230401,7,2,28,0,2,3142.68,0
473,20230401,7,5,46,0,1,11157.31,0
474,20230401,7,5,46,0,2,10916.22,0
475,20230401,7,1,60,0,1,7586.42,0
476,20230401,7,1,60,0,2,7422.49,0
477,20230401,8,5,39,0,1,26346.92,0
478,20230401,8,5,39,0,2,25706.49,0
479,20230401,8,4,54,0,1,18199.89,0
480,20230401,8,4,54,0,2,17757.5,0
481,20230401,8,3,47,0,1,23483.59,0
482,20230401,8,3,47,0,2,22912.75,0
483,20230401,9,1,59,0,1,7708.08,0
484,20230401,9,1,59,0,2,7689.82,0
485,20230401,9,4,34,0,1,3680.85,0
486,20230401,9,4,34,0,2,3672.13,0
487,20230401,9,4,2,0,1,675.37,0
488,20230401,9,4,2,0,2,673.77,0
489,20230401,9,1,9,0,1,88.41,0
490,20230401,9,1,9,0,2,88.2,0
491,20230401,9,2,1,0,1,848.89,0
492,20230401,9,2,1,0,2,846.88,0
493,20230401,9,3,43,0,1,2523.09,0
494,20230401,9,3,43,0,2,2517.11,0
495,20230401,10,2,44,0,1,5660.95,0
496,20230401,10,2,44,0,2,5906.94,0
497,20230401,10,6,49,0,1,5318.94,0
498,20230401,10,6,49,0,2,5550.07,0
499,20230401,10,1,10,0,1,3928.14,0
500,20230401,10,1,10,0,2,4098.84,0
501,20230401,10,4,49,0,1,1051.7,0
502,20230401,10,4,49,0,2,1097.4,0
503,20230401,10,1,16,0,1,2953.8,0
504,20230401,10,1,16,0,2,3082.16,0
505,20230401,11,7,12,0,1,2729.46,0
506,20230401,11,7,12,0,2,2360.48,0
507,20230401,11,1,26,0,1,1957.57,0
508,20230401,11,1,26,0,2,1692.93,0
509,20230401,11,1,26,0,1,2734.59,0
510,20230401,11,1,26,0,2,2364.91,0
511,20230401,11,1,10,0,1,2474.45,0
512,20230401,11,1,10,0,2,2139.94,0
513,20230401,11,4,17,0,1,1948.45,0
514,20230401,11,4,17,0,2,1685.04,0
515,20230401,11,1,21,0,1,7573.43,0
516,20230401,11,1,21,0,2,6549.61,0
517,20230401,12,3,30,0,1,1004.88,0
518,20230401,12,3,30,0,2,1120.36,0
519,20230401,12,1,35,0,1,296.65,0
520,20230401,12,1,35,0,2,330.74,0
521,20230401,12,2,42,0,1,2170.68,0
522,20230401,12,2,42,0,2,2420.14,0
523,20230401,12,4,14,0,1,2977.86,0
524,20230401,12,4,14,0,2,3320.08,0
525,20230401,12,4,35,0,1,2427.0,0
526,20230401,12,4,35,0,2,2705.92,0
527,20230401,13,2,49,0,1,486.31,0
528,20230401,13,2,49,0,2,486.84,0
529,20230401,13,3,22,0,1,303.1,0
530,20230401,13,3,22,0,2,303.43,0
531,20230401,13,2,18,0,1,4510.66,0
532,20230401,13,2,18,0,2,4515.61,0
533,20230401,13,3,45,0,1,1572.06,0
534,20230401,13,3,45,0,2,1573.79,0
535,20230401,13,4,2,0,1,4883.33,0
536,20230401,13,4,2,0,2,4888.7,0
537,20230401,13,1,42,0,1,255.84,0
538,20230401,13,1,42,0,2,256.12,0
539,20230401,14,4,56,0,1,637.74,0
540,20230401,14,4,56,0,2,644.66,0
541,20230401,14,1,57,0,1,2458.95,0
542,20230401,14,1,57,0,2,2485.64,0
543,20230401,14,5,25,0,1,171.78,0
544,20230401,14,5,25,0,2,173.64,0
545,20230401,14,2,20,0,1,579.73,0
546,20230401,14,2,20,0,2,586.02,0
547,20230401,14,5,30,0,1,204.46,0
548,20230401,14,5,30,0,2,206.68,0
549,20230401,14,1,45,0,1,260.0,0
550,20230401,14,1,45,0,2,262.82,0
551,20230401,15,1,53,0,1,2107.99,0
552,20230401,15,1,53,0,2,2233.92,0
553,20230401,15,9,9,0,1,11461.72,0
554,20230401,15,9,9,0,2,12146.47,0
555,20230401,15,1,57,0,1,7520.33,0
556,20230401,15,1,57,0,2,7969.61,0
557,20230401,15,4,12,0,1,5320.34,0
558,20230401,15,4,12,0,2,5638.19,0
559,20230501,1,9,59,8,1,65322.98,20
560,20230501,1,9,59,8,2,62592.07,29
561,20230501,1,4,53,3,1,89518.14,45
562,20230501,1,4,53,3,2,85775.72,46
563,20230501,1,1,34,1,1,19476.47,26
564,20230501,1,1,34,1,2,18662.23,41
565,20230501,1,1,3,8,1,29382.04,6
566,20230501,1,1,3,8,2,28153.69,5
567,20230501,1,1,47,7,1,5650.22,49
568,20230501,1,1,47,7,2,5414.0,9
569,20230501,2,9,3,8,1,25998.13,35
570,20230501,2,9,3,8,2,28360.67,38
571,20230501,2,4,47,1,1,21281.81,9
572,20230501,2,4,47,1,2,23215.76,4
573,20230501,2,4,34,3,1,8616.14,41
574,20230501,2,4,34,3,2,9399.12,3
575,20230501,2,1,29,1,1,20698.98,3
576,20230501,2,1,29,1,2,22579.97,25
577,20230501,2,6,42,1,1,19314.2,15
578,20230501,2,6,42,1,2,21069.35,40
579,20230501,3,3,6,5,1,1811.04,48
580,20230501,3,3,6,5,2,1780.58,13
581,20230501,3,7,13,1,1,1608.54,40
582,20230501,3,7,13,1,2,1581.49,45
583,20230501,3,3,29,3,1,1037.52,3
584,20230501,3,3,29,3,2,1020.07,40
585,20230501,3,4,27,5,1,4433.49,45
586,20230501,3,4,27,5,2,4358.93,33
587,20230501,4,1,13,0,1,17932.1,0
588,20230501,4,1,13,0,2,17521.5,0
589,20230501,4,6,25,0,1,49326.1,0
590,20230501,4,6,25,0,2,48196.67,0
591,20230501,4,8,36,0,1,6850.92,0
592,20230501,4,8,36,0,2,6694.05,0
593,20230501,4,4,38,0,1,4167.59,0
594,20230501,4,4,38,0,2,4072.17,0
595,20230501,5,1,43,0,1,32648.17,0
596,20230501,5,1,43,0,2,31966.44,0
597,20230501,5,1,39,0,1,471.7,0
598,20230501,5,1,39,0,2,461.85,0
599,20230501,5,1,36,0,1,27771.91,0
600,20230501,5,1,36,0,2,27192.0,0
601,20230501,6,4,49,0,1,13472.41,0
602,20230501,6,4,49,0,2,13473.59,0
603,20230501,6,3,40,0,1,5346.38,0
604,20230501,6,3,40,0,2,5346.85,0
605,20230501,6,1,60,0,1,48.36,0
606,20230501,6,1,60,0,2,48.37,0
607,20230501,6,1,45,0,1,2554.14,0
608,20230501,6,1,45,0,2,2554.36,0
